Mod:Item:MetaData, Localized Name
UndergroundBiomes:metamorphicStoneBrick:3, Quartzite Bricks
UndergroundBiomes:metamorphicStoneBrick:4, Blue Schist Bricks
UndergroundBiomes:metamorphicStoneBrick:5, Green Schist Bricks
UndergroundBiomes:metamorphicStoneBrick:6, Soapstone Bricks
UndergroundBiomes:metamorphicStoneBrick:7, Migmatite Bricks
UndergroundBiomes:sedimentaryStone:0, Limestone
UndergroundBiomes:sedimentaryStone:1, Chalk
UndergroundBiomes:sedimentaryStone:2, Shale
UndergroundBiomes:sedimentaryStone:3, Siltstone
UndergroundBiomes:sedimentaryStone:4, Lignite Block
UndergroundBiomes:sedimentaryStone:5, Dolomite
UndergroundBiomes:sedimentaryStone:6, Greywacke
UndergroundBiomes:sedimentaryStone:7, Chert
UndergroundBiomes:igneousStoneBrickHalfSlab:0, Red Granite Brick Slab
UndergroundBiomes:igneousStoneBrickHalfSlab:1, Black Granite Brick Slab
UndergroundBiomes:igneousStoneBrickHalfSlab:2, Rhyolite Brick Slab
UndergroundBiomes:igneousStoneBrickHalfSlab:3, Andesite Brick Slab
UndergroundBiomes:igneousStoneBrickHalfSlab:4, Gabbro Brick Slab
UndergroundBiomes:igneousStoneBrickHalfSlab:5, Basalt Brick Slab
UndergroundBiomes:igneousStoneBrickHalfSlab:6, Komatiite Brick Slab
UndergroundBiomes:igneousStoneBrickHalfSlab:7, Dacite Brick Slab
UndergroundBiomes:metamorphicStoneBrickHalfSlab:0, Gneiss Brick Slab
UndergroundBiomes:metamorphicStoneBrickHalfSlab:1, Eclogite Brick Slab
UndergroundBiomes:metamorphicStoneBrickHalfSlab:2, Marble Brick Slab
UndergroundBiomes:metamorphicStoneBrickHalfSlab:3, Quartzite Brick Slab
UndergroundBiomes:metamorphicStoneBrickHalfSlab:4, Blue Schist Brick Slab
UndergroundBiomes:metamorphicStoneBrickHalfSlab:5, Green Schist Brick Slab
UndergroundBiomes:metamorphicStoneBrickHalfSlab:6, Soapstone Brick Slab
UndergroundBiomes:metamorphicStoneBrickHalfSlab:7, Migmatite Brick Slab
UndergroundBiomes:igneousStoneHalfSlab:0, Red Granite Slab
UndergroundBiomes:igneousStoneHalfSlab:1, Black Granite Slab
UndergroundBiomes:igneousStoneHalfSlab:2, Rhyolite Slab
UndergroundBiomes:igneousStoneHalfSlab:3, Andesite Slab
UndergroundBiomes:igneousStoneHalfSlab:4, Gabbro Slab
UndergroundBiomes:igneousStoneHalfSlab:5, Basalt Slab
UndergroundBiomes:igneousStoneHalfSlab:6, Komatiite Slab
UndergroundBiomes:igneousStoneHalfSlab:7, Dacite Slab
UndergroundBiomes:metamorphicStoneHalfSlab:0, Gneiss Slab
UndergroundBiomes:metamorphicStoneHalfSlab:1, Eclogite Slab
UndergroundBiomes:metamorphicStoneHalfSlab:2, Marble Slab
UndergroundBiomes:metamorphicStoneHalfSlab:3, Quartzite Slab
UndergroundBiomes:metamorphicStoneHalfSlab:4, Blue Schist Slab
UndergroundBiomes:metamorphicStoneHalfSlab:5, Green Schist Slab
UndergroundBiomes:metamorphicStoneHalfSlab:6, Soapstone Slab
UndergroundBiomes:metamorphicStoneHalfSlab:7, Migmatite Slab
UndergroundBiomes:igneousCobblestoneHalfSlab:0, Red Granite Cobblestone Slab
UndergroundBiomes:igneousCobblestoneHalfSlab:1, Black Granite Cobblestone Slab
UndergroundBiomes:igneousCobblestoneHalfSlab:2, Rhyolite Cobblestone Slab
UndergroundBiomes:igneousCobblestoneHalfSlab:3, Andesite Cobblestone Slab
UndergroundBiomes:igneousCobblestoneHalfSlab:4, Gabbro Cobblestone Slab
UndergroundBiomes:igneousCobblestoneHalfSlab:5, Basalt Cobblestone Slab
UndergroundBiomes:igneousCobblestoneHalfSlab:6, Komatiite Cobblestone Slab
UndergroundBiomes:igneousCobblestoneHalfSlab:7, Dacite Cobblestone Slab
UndergroundBiomes:metamorphicCobblestoneHalfSlab:0, Gneiss Cobblestone Slab
UndergroundBiomes:metamorphicCobblestoneHalfSlab:1, Eclogite Cobblestone Slab
UndergroundBiomes:metamorphicCobblestoneHalfSlab:2, Marble Cobblestone Slab
UndergroundBiomes:metamorphicCobblestoneHalfSlab:3, Quartzite Cobblestone Slab
UndergroundBiomes:metamorphicCobblestoneHalfSlab:4, Blue Schist Cobblestone Slab
UndergroundBiomes:metamorphicCobblestoneHalfSlab:5, Green Schist Cobblestone Slab
UndergroundBiomes:metamorphicCobblestoneHalfSlab:6, Soapstone Cobblestone Slab
UndergroundBiomes:metamorphicCobblestoneHalfSlab:7, Migmatite Cobblestone Slab
UndergroundBiomes:sedimentaryStoneHalfSlab:0, Limestone Slab
UndergroundBiomes:sedimentaryStoneHalfSlab:1, Chalk Slab
UndergroundBiomes:sedimentaryStoneHalfSlab:2, Shale Slab
UndergroundBiomes:sedimentaryStoneHalfSlab:3, Siltstone Slab
UndergroundBiomes:sedimentaryStoneHalfSlab:4, Lignite Slab
UndergroundBiomes:sedimentaryStoneHalfSlab:5, Dolomite Slab
UndergroundBiomes:sedimentaryStoneHalfSlab:6, Greywacke Slab
UndergroundBiomes:sedimentaryStoneHalfSlab:7, Chert Slab
UndergroundBiomes:button:0, Gneiss Button
UndergroundBiomes:button:1, Eclogite Button
UndergroundBiomes:button:2, Marble Button
UndergroundBiomes:button:3, Quartzite Button
UndergroundBiomes:button:4, Blue Schist Button
UndergroundBiomes:button:5, Green Schist Button
UndergroundBiomes:button:6, Soapstone Button
UndergroundBiomes:button:7, Migmatite Button
UndergroundBiomes:button:8, Gneiss Cobblestone Button
UndergroundBiomes:button:9, Eclogite Cobblestone Button
UndergroundBiomes:button:10, Marble Cobblestone Button
UndergroundBiomes:button:11, Quartzite Cobblestone Button
UndergroundBiomes:button:12, Blue Schist Cobblestone Button
UndergroundBiomes:button:13, Green Schist Cobblestone Button
UndergroundBiomes:button:14, Soapstone Cobblestone Button
UndergroundBiomes:button:15, Migmatite Cobblestone Button
UndergroundBiomes:button:24, Red Granite Button
UndergroundBiomes:button:25, Black Granite Button
UndergroundBiomes:button:26, Rhyolite Button
UndergroundBiomes:button:27, Andesite Button
UndergroundBiomes:button:28, Gabbro Button
UndergroundBiomes:button:29, Basalt Button
UndergroundBiomes:button:30, Komatiite Button
UndergroundBiomes:button:31, Dacite Button
UndergroundBiomes:button:32, Red Granite Cobblestone Button
UndergroundBiomes:button:33, Black Granite Cobblestone Button
UndergroundBiomes:button:34, Rhyolite Cobblestone Button
UndergroundBiomes:button:35, Andesite Cobblestone Button
UndergroundBiomes:button:36, Gabbro Cobblestone Button
UndergroundBiomes:button:37, Basalt Cobblestone Button
UndergroundBiomes:button:38, Komatiite Cobblestone Button
UndergroundBiomes:button:39, Dacite Cobblestone Button
UndergroundBiomes:button:48, Limestone Button
UndergroundBiomes:button:49, Chalk Button
UndergroundBiomes:button:50, Shale Button
UndergroundBiomes:button:51, Siltstone Button
UndergroundBiomes:button:52, Lignite Block Button
UndergroundBiomes:button:53, Dolomite Button
UndergroundBiomes:button:54, Greywacke Button
UndergroundBiomes:button:55, Chert Button
UndergroundBiomes:button.tile.igneousStone0:0, Red Granite Button
UndergroundBiomes:button.tile.igneousStone1:0, Black Granite Button
UndergroundBiomes:button.tile.igneousStone2:0, Rhyolite Button
UndergroundBiomes:button.tile.igneousStone3:0, Andesite Button
UndergroundBiomes:button.tile.igneousStone4:0, Gabbro Button
UndergroundBiomes:button.tile.igneousStone5:0, Basalt Button
UndergroundBiomes:button.tile.igneousStone6:0, Komatiite Button
UndergroundBiomes:button.tile.igneousStone7:0, Dacite Button
UndergroundBiomes:button.tile.igneousCobblestone0:0, Red Granite Cobblestone Button
UndergroundBiomes:button.tile.igneousCobblestone1:0, Black Granite Cobblestone Button
UndergroundBiomes:button.tile.igneousCobblestone2:0, Rhyolite Cobblestone Button
UndergroundBiomes:button.tile.igneousCobblestone3:0, Andesite Cobblestone Button
UndergroundBiomes:button.tile.igneousCobblestone4:0, Gabbro Cobblestone Button
UndergroundBiomes:button.tile.igneousCobblestone5:0, Basalt Cobblestone Button
UndergroundBiomes:button.tile.igneousCobblestone6:0, Komatiite Cobblestone Button
UndergroundBiomes:button.tile.igneousCobblestone7:0, Dacite Cobblestone Button
UndergroundBiomes:button.tile.igneousStoneBrick0:0, Red Granite Brick Button
UndergroundBiomes:button.tile.igneousStoneBrick1:0, Black Granite Brick Button
UndergroundBiomes:button.tile.igneousStoneBrick2:0, Rhyolite Brick Button
UndergroundBiomes:button.tile.igneousStoneBrick3:0, Andesite Brick Button
UndergroundBiomes:button.tile.igneousStoneBrick4:0, Gabbro Brick Button
UndergroundBiomes:button.tile.igneousStoneBrick5:0, Basalt Brick Button
UndergroundBiomes:button.tile.igneousStoneBrick6:0, Komatiite Brick Button
UndergroundBiomes:button.tile.igneousStoneBrick7:0, Dacite Brick Button
UndergroundBiomes:button.tile.metamorphicStone0:0, Gneiss Button
UndergroundBiomes:button.tile.metamorphicStone1:0, Eclogite Button
UndergroundBiomes:button.tile.metamorphicStone2:0, Marble Button
UndergroundBiomes:button.tile.metamorphicStone3:0, Quartzite Button
UndergroundBiomes:button.tile.metamorphicStone4:0, Blue Schist Button
UndergroundBiomes:button.tile.metamorphicStone5:0, Green Schist Button
UndergroundBiomes:button.tile.metamorphicStone6:0, Soapstone Button
UndergroundBiomes:button.tile.metamorphicStone7:0, Migmatite Button
UndergroundBiomes:button.tile.metamorphicCobblestone0:0, Gneiss Cobblestone Button
UndergroundBiomes:button.tile.metamorphicCobblestone1:0, Eclogite Cobblestone Button
UndergroundBiomes:button.tile.metamorphicCobblestone2:0, Marble Cobblestone Button
UndergroundBiomes:button.tile.metamorphicCobblestone3:0, Quartzite Cobblestone Button
UndergroundBiomes:button.tile.metamorphicCobblestone4:0, Blue Schist Cobblestone Button
UndergroundBiomes:button.tile.metamorphicCobblestone5:0, Green Schist Cobblestone Button
UndergroundBiomes:button.tile.metamorphicCobblestone6:0, Soapstone Cobblestone Button
UndergroundBiomes:button.tile.metamorphicCobblestone7:0, Migmatite Cobblestone Button
UndergroundBiomes:button.tile.metamorphicStoneBrick0:0, Gneiss Brick Button
UndergroundBiomes:button.tile.metamorphicStoneBrick1:0, Eclogite Brick Button
UndergroundBiomes:button.tile.metamorphicStoneBrick2:0, Marble Brick Button
UndergroundBiomes:button.tile.metamorphicStoneBrick3:0, Quartzite Brick Button
UndergroundBiomes:button.tile.metamorphicStoneBrick4:0, Blue Schist Brick Button
UndergroundBiomes:button.tile.metamorphicStoneBrick5:0, Green Schist Brick Button
UndergroundBiomes:button.tile.metamorphicStoneBrick6:0, Soapstone Brick Button
UndergroundBiomes:button.tile.metamorphicStoneBrick7:0, Migmatite Brick Button
UndergroundBiomes:button.tile.sedimentaryStone0:0, Limestone Button
UndergroundBiomes:button.tile.sedimentaryStone1:0, Chalk Button
UndergroundBiomes:button.tile.sedimentaryStone2:0, Shale Button
UndergroundBiomes:button.tile.sedimentaryStone3:0, Siltstone Button
UndergroundBiomes:button.tile.sedimentaryStone4:0, Lignite Block Button
UndergroundBiomes:button.tile.sedimentaryStone5:0, Dolomite Button
UndergroundBiomes:button.tile.sedimentaryStone6:0, Greywacke Button
UndergroundBiomes:button.tile.sedimentaryStone7:0, Chert Button
UndergroundBiomes:stairs:0, Gneiss Stairs
UndergroundBiomes:stairs:1, Eclogite Stairs
UndergroundBiomes:stairs:2, Marble Stairs
UndergroundBiomes:stairs:3, Quartzite Stairs
UndergroundBiomes:stairs:4, Blue Schist Stairs
UndergroundBiomes:stairs:5, Green Schist Stairs
UndergroundBiomes:stairs:6, Soapstone Stairs
UndergroundBiomes:stairs:7, Migmatite Stairs
UndergroundBiomes:stairs:8, Gneiss Cobblestone Stairs
UndergroundBiomes:stairs:9, Eclogite Cobblestone Stairs
UndergroundBiomes:stairs:10, Marble Cobblestone Stairs
UndergroundBiomes:stairs:11, Quartzite Cobblestone Stairs
UndergroundBiomes:stairs:12, Blue Schist Cobblestone Stairs
UndergroundBiomes:stairs:13, Green Schist Cobblestone Stairs
UndergroundBiomes:stairs:14, Soapstone Cobblestone Stairs
UndergroundBiomes:stairs:15, Migmatite Cobblestone Stairs
UndergroundBiomes:stairs:16, Gneiss Brick Stairs
UndergroundBiomes:stairs:17, Eclogite Brick Stairs
UndergroundBiomes:stairs:18, Marble Brick Stairs
UndergroundBiomes:stairs:19, Quartzite Brick Stairs
UndergroundBiomes:stairs:20, Blue Schist Brick Stairs
UndergroundBiomes:stairs:21, Green Schist Brick Stairs
UndergroundBiomes:stairs:22, Soapstone Brick Stairs
UndergroundBiomes:stairs:23, Migmatite Brick Stairs
UndergroundBiomes:stairs:24, Red Granite Stairs
UndergroundBiomes:stairs:25, Black Granite Stairs
UndergroundBiomes:stairs:26, Rhyolite Stairs
UndergroundBiomes:stairs:27, Andesite Stairs
UndergroundBiomes:stairs:28, Gabbro Stairs
UndergroundBiomes:stairs:29, Basalt Stairs
UndergroundBiomes:stairs:30, Komatiite Stairs
UndergroundBiomes:stairs:31, Dacite Stairs
UndergroundBiomes:stairs:32, Red Granite Cobblestone Stairs
UndergroundBiomes:stairs:33, Black Granite Cobblestone Stairs
UndergroundBiomes:stairs:34, Rhyolite Cobblestone Stairs
UndergroundBiomes:stairs:35, Andesite Cobblestone Stairs
UndergroundBiomes:stairs:36, Gabbro Cobblestone Stairs
UndergroundBiomes:stairs:37, Basalt Cobblestone Stairs
UndergroundBiomes:stairs:38, Komatiite Cobblestone Stairs
UndergroundBiomes:stairs:39, Dacite Cobblestone Stairs
UndergroundBiomes:stairs:40, Red Granite Brick Stairs
UndergroundBiomes:stairs:41, Black Granite Brick Stairs
UndergroundBiomes:stairs:42, Rhyolite Brick Stairs
UndergroundBiomes:stairs:43, Andesite Brick Stairs
UndergroundBiomes:stairs:44, Gabbro Brick Stairs
UndergroundBiomes:stairs:45, Basalt Brick Stairs
UndergroundBiomes:stairs:46, Komatiite Brick Stairs
UndergroundBiomes:stairs:47, Dacite Brick Stairs
UndergroundBiomes:stairs:48, Limestone Stairs
UndergroundBiomes:stairs:49, Chalk Stairs
UndergroundBiomes:stairs:50, Shale Stairs
UndergroundBiomes:stairs:51, Siltstone Stairs
UndergroundBiomes:stairs:52, Lignite Block Stairs
UndergroundBiomes:stairs:53, Dolomite Stairs
UndergroundBiomes:stairs:54, Greywacke Stairs
UndergroundBiomes:stairs:55, Chert Stairs
UndergroundBiomes:stairs.tile.igneousStone0:0, Red Granite Stairs
UndergroundBiomes:stairs.tile.igneousStone0:8, Black Granite Stairs
UndergroundBiomes:stairs.tile.igneousStone1:0, Rhyolite Stairs
UndergroundBiomes:stairs.tile.igneousStone1:8, Andesite Stairs
UndergroundBiomes:stairs.tile.igneousStone2:0, Gabbro Stairs
UndergroundBiomes:stairs.tile.igneousStone2:8, Basalt Stairs
UndergroundBiomes:stairs.tile.igneousStone3:0, Komatiite Stairs
UndergroundBiomes:stairs.tile.igneousStone3:8, Dacite Stairs
UndergroundBiomes:stairs.tile.igneousCobblestone0:0, Red Granite Cobblestone Stairs
UndergroundBiomes:stairs.tile.igneousCobblestone0:8, Black Granite Cobblestone Stairs
UndergroundBiomes:stairs.tile.igneousCobblestone1:0, Rhyolite Cobblestone Stairs
UndergroundBiomes:stairs.tile.igneousCobblestone1:8, Andesite Cobblestone Stairs
UndergroundBiomes:stairs.tile.igneousCobblestone2:0, Gabbro Cobblestone Stairs
UndergroundBiomes:stairs.tile.igneousCobblestone2:8, Basalt Cobblestone Stairs
UndergroundBiomes:stairs.tile.igneousCobblestone3:0, Komatiite Cobblestone Stairs
UndergroundBiomes:stairs.tile.igneousCobblestone3:8, Dacite Cobblestone Stairs
UndergroundBiomes:stairs.tile.igneousStoneBrick0:0, Red Granite Brick Stairs
UndergroundBiomes:stairs.tile.igneousStoneBrick0:8, Black Granite Brick Stairs
UndergroundBiomes:stairs.tile.igneousStoneBrick1:0, Rhyolite Brick Stairs
UndergroundBiomes:stairs.tile.igneousStoneBrick1:8, Andesite Brick Stairs
UndergroundBiomes:stairs.tile.igneousStoneBrick2:0, Gabbro Brick Stairs
UndergroundBiomes:stairs.tile.igneousStoneBrick2:8, Basalt Brick Stairs
UndergroundBiomes:stairs.tile.igneousStoneBrick3:0, Komatiite Brick Stairs
UndergroundBiomes:stairs.tile.igneousStoneBrick3:8, Dacite Brick Stairs
UndergroundBiomes:stairs.tile.metamorphicStone0:0, Gneiss Stairs
UndergroundBiomes:stairs.tile.metamorphicStone0:8, Eclogite Stairs
UndergroundBiomes:stairs.tile.metamorphicStone1:0, Marble Stairs
UndergroundBiomes:stairs.tile.metamorphicStone1:8, Quartzite Stairs
UndergroundBiomes:stairs.tile.metamorphicStone2:0, Blue Schist Stairs
UndergroundBiomes:stairs.tile.metamorphicStone2:8, Green Schist Stairs
UndergroundBiomes:stairs.tile.metamorphicStone3:0, Soapstone Stairs
UndergroundBiomes:stairs.tile.metamorphicStone3:8, Migmatite Stairs
UndergroundBiomes:stairs.tile.metamorphicCobblestone0:0, Gneiss Cobblestone Stairs
UndergroundBiomes:stairs.tile.metamorphicCobblestone0:8, Eclogite Cobblestone Stairs
UndergroundBiomes:stairs.tile.metamorphicCobblestone1:0, Marble Cobblestone Stairs
UndergroundBiomes:stairs.tile.metamorphicCobblestone1:8, Quartzite Cobblestone Stairs
UndergroundBiomes:stairs.tile.metamorphicCobblestone2:0, Blue Schist Cobblestone Stairs
UndergroundBiomes:stairs.tile.metamorphicCobblestone2:8, Green Schist Cobblestone Stairs
UndergroundBiomes:stairs.tile.metamorphicCobblestone3:0, Soapstone Cobblestone Stairs
UndergroundBiomes:stairs.tile.metamorphicCobblestone3:8, Migmatite Cobblestone Stairs
UndergroundBiomes:stairs.tile.metamorphicStoneBrick0:0, Gneiss Brick Stairs
UndergroundBiomes:stairs.tile.metamorphicStoneBrick0:8, Eclogite Brick Stairs
UndergroundBiomes:stairs.tile.metamorphicStoneBrick1:0, Marble Brick Stairs
UndergroundBiomes:stairs.tile.metamorphicStoneBrick1:8, Quartzite Brick Stairs
UndergroundBiomes:stairs.tile.metamorphicStoneBrick2:0, Blue Schist Brick Stairs
UndergroundBiomes:stairs.tile.metamorphicStoneBrick2:8, Green Schist Brick Stairs
UndergroundBiomes:stairs.tile.metamorphicStoneBrick3:0, Soapstone Brick Stairs
UndergroundBiomes:stairs.tile.metamorphicStoneBrick3:8, Migmatite Brick Stairs
UndergroundBiomes:stairs.tile.sedimentaryStone0:0, Limestone Stairs
UndergroundBiomes:stairs.tile.sedimentaryStone0:8, Chalk Stairs
UndergroundBiomes:stairs.tile.sedimentaryStone1:0, Shale Stairs
UndergroundBiomes:stairs.tile.sedimentaryStone1:8, Siltstone Stairs
UndergroundBiomes:stairs.tile.sedimentaryStone2:0, Lignite Block Stairs
UndergroundBiomes:stairs.tile.sedimentaryStone2:8, Dolomite Stairs
UndergroundBiomes:stairs.tile.sedimentaryStone3:0, Greywacke Stairs
UndergroundBiomes:stairs.tile.sedimentaryStone3:8, Chert Stairs
UndergroundBiomes:wall:0, Gneiss Wall
UndergroundBiomes:wall:1, Eclogite Wall
UndergroundBiomes:wall:2, Marble Wall
UndergroundBiomes:wall:3, Quartzite Wall
UndergroundBiomes:wall:4, Blue Schist Wall
UndergroundBiomes:wall:5, Green Schist Wall
UndergroundBiomes:wall:6, Soapstone Wall
UndergroundBiomes:wall:7, Migmatite Wall
UndergroundBiomes:wall:8, Gneiss Cobblestone Wall
UndergroundBiomes:wall:9, Eclogite Cobblestone Wall
UndergroundBiomes:wall:10, Marble Cobblestone Wall
UndergroundBiomes:wall:11, Quartzite Cobblestone Wall
UndergroundBiomes:wall:12, Blue Schist Cobblestone Wall
UndergroundBiomes:wall:13, Green Schist Cobblestone Wall
UndergroundBiomes:wall:14, Soapstone Cobblestone Wall
UndergroundBiomes:wall:15, Migmatite Cobblestone Wall
UndergroundBiomes:wall:16, Gneiss Brick Wall
UndergroundBiomes:wall:17, Eclogite Brick Wall
UndergroundBiomes:wall:18, Marble Brick Wall
UndergroundBiomes:wall:19, Quartzite Brick Wall
UndergroundBiomes:wall:20, Blue Schist Brick Wall
UndergroundBiomes:wall:21, Green Schist Brick Wall
UndergroundBiomes:wall:22, Soapstone Brick Wall
UndergroundBiomes:wall:23, Migmatite Brick Wall
UndergroundBiomes:wall:24, Red Granite Wall
UndergroundBiomes:wall:25, Black Granite Wall
UndergroundBiomes:wall:26, Rhyolite Wall
UndergroundBiomes:wall:27, Andesite Wall
UndergroundBiomes:wall:28, Gabbro Wall
UndergroundBiomes:wall:29, Basalt Wall
UndergroundBiomes:wall:30, Komatiite Wall
UndergroundBiomes:wall:31, Dacite Wall
UndergroundBiomes:wall:32, Red Granite Cobblestone Wall
UndergroundBiomes:wall:33, Black Granite Cobblestone Wall
UndergroundBiomes:wall:34, Rhyolite Cobblestone Wall
UndergroundBiomes:wall:35, Andesite Cobblestone Wall
UndergroundBiomes:wall:36, Gabbro Cobblestone Wall
UndergroundBiomes:wall:37, Basalt Cobblestone Wall
UndergroundBiomes:wall:38, Komatiite Cobblestone Wall
UndergroundBiomes:wall:39, Dacite Cobblestone Wall
UndergroundBiomes:wall:40, Red Granite Brick Wall
UndergroundBiomes:wall:41, Black Granite Brick Wall
UndergroundBiomes:wall:42, Rhyolite Brick Wall
UndergroundBiomes:wall:43, Andesite Brick Wall
UndergroundBiomes:wall:44, Gabbro Brick Wall
UndergroundBiomes:wall:45, Basalt Brick Wall
UndergroundBiomes:wall:46, Komatiite Brick Wall
UndergroundBiomes:wall:47, Dacite Brick Wall
UndergroundBiomes:wall:48, Limestone Wall
UndergroundBiomes:wall:49, Chalk Wall
UndergroundBiomes:wall:50, Shale Wall
UndergroundBiomes:wall:51, Siltstone Wall
UndergroundBiomes:wall:52, Lignite Block Wall
UndergroundBiomes:wall:53, Dolomite Wall
UndergroundBiomes:wall:54, Greywacke Wall
UndergroundBiomes:wall:55, Chert Wall
UndergroundBiomes:wall.tile.igneousStone:0, Red Granite Wall
UndergroundBiomes:wall.tile.igneousStone:1, Black Granite Wall
UndergroundBiomes:wall.tile.igneousStone:2, Rhyolite Wall
UndergroundBiomes:wall.tile.igneousStone:3, Andesite Wall
